"winner";"game_id";"team";"feudal_age_uptime";"castle_age_uptime";"imperial_age_uptime";"old_rating";"new_rating";"match_rating_diff";"replay_summary_raw";"profile_id";"civ";"opening"
FALSE;"304706983";"1";NA;NA;NA;"1015";"999";"5,000000000000000";"{}";"2176509";"aztecs";NA
FALSE;"304917880";"0";NA;NA;NA;"945";"930";"-14,000000000000000";"{}";"4361967";"bulgarians";NA
FALSE;"304908984";"1";NA;NA;NA;"572";"556";"7,000000000000000";"{}";"4250835";"lithuanians";NA
TRUE;"304900715";"1";NA;NA;NA;"543";"557";"50,000000000000000";"{}";"4250835";"lithuanians";NA
TRUE;"304908562";"1";NA;NA;NA;"557";"572";"17,000000000000000";"{}";"4250835";"lithuanians";NA
FALSE;"304910165";"1";NA;NA;NA;"861";"844";"14,500000000000000";"{}";"4361967";"georgians";NA
FALSE;"305122864";"0";NA;NA;NA;"946";"931";"-20,000000000000000";"{}";"4361967";"bulgarians";NA
TRUE;"305103279";"1";NA;NA;NA;"930";"946";"2,000000000000000";"{}";"4361967";"bulgarians";NA
FALSE;"305287083";"1";NA;NA;NA;"556";"544";"-93,000000000000000";"{}";"4250835";"mongols";NA
FALSE;"305292242";"1";NA;NA;NA;"544";"531";"-59,000000000000000";"{}";"4250835";"mongols";NA
FALSE;"305282034";"0";NA;NA;NA;"931";"916";"-29,000000000000000";"{}";"4361967";"ethiopians";NA
TRUE;"305775826";"0";NA;NA;NA;"1015";"1031";"-3,000000000000000";"{}";"2176509";"khmer";NA
FALSE;"305768436";"0";NA;NA;NA;"1015";"999";"-5,000000000000000";"{}";"2176509";"poles";NA
TRUE;"305767725";"0";NA;NA;NA;"999";"1015";"-4,000000000000000";"{}";"2176509";"khmer";NA
TRUE;"305773617";"0";NA;NA;NA;"999";"1015";"-5,000000000000000";"{}";"2176509";"khmer";NA
FALSE;"305759409";"1";NA;NA;NA;"844";"824";"2,750000000000000";"{}";"4361967";"georgians";NA
TRUE;"305676038";"0";NA;NA;NA;"916";"933";"-25,000000000000000";"{}";"4361967";"bulgarians";NA
TRUE;"303521007";"1";NA;NA;NA;"912";"927";"20,666666666666629";"{}";"4361967";"slavs";NA
FALSE;"303526629";"0";NA;NA;NA;"927";"909";"7,750000000000000";"{}";"4361967";"slavs";NA
FALSE;"303708811";"1";NA;NA;NA;"876";"861";"-21,500000000000000";"{}";"4361967";"georgians";NA
FALSE;"303660973";"1";NA;NA;NA;"893";"876";"-35,666666666666629";"{}";"4361967";"slavs";NA
FALSE;"303527789";"1";NA;NA;NA;"909";"893";"10,750000000000000";"{}";"4361967";"georgians";NA
FALSE;"302845261";"1";NA;NA;NA;"948";"934";"-39,666666666666742";"{}";"4250835";"japanese";NA
FALSE;"302845261";"1";NA;NA;NA;"935";"921";"-39,666666666666742";"{}";"2176509";"portuguese";NA
FALSE;"302845261";"1";NA;NA;NA;"942";"928";"-39,666666666666742";"{}";"4361967";"byzantines";NA
FALSE;"302855174";"1";NA;NA;NA;"934";"918";"1,000000000000000";"{}";"4250835";"lithuanians";NA
FALSE;"302855174";"1";NA;NA;NA;"928";"912";"1,000000000000000";"{}";"4361967";"bulgarians";NA
FALSE;"302855174";"1";NA;NA;NA;"921";"905";"1,000000000000000";"{}";"2176509";"georgians";NA
FALSE;"302835866";"0";NA;NA;NA;"964";"948";"-4,000000000000000";"{}";"4250835";"berbers";NA
FALSE;"302835866";"0";NA;NA;NA;"958";"942";"-4,000000000000000";"{}";"4361967";"mayans";NA
FALSE;"302835866";"0";NA;NA;NA;"950";"935";"-4,000000000000000";"{}";"2176509";"armenians";NA
TRUE;"301147069";"0";NA;NA;NA;"999";"1015";"-9,000000000000000";"{}";"2176509";"incas";NA
TRUE;"300149192";"0";NA;NA;NA;"983";"999";"-8,000000000000000";"{}";"2176509";"mongols";NA
FALSE;"297878918";"0";NA;NA;NA;"947";"930";"10,333333333333371";"{}";"4250835";"lithuanians";NA
FALSE;"297878918";"0";NA;NA;NA;"958";"941";"10,333333333333371";"{}";"4361967";"teutons";NA
